macrorep i x y cond_mean cond_var cond_mean_err cond_var_err cei lf hf maxcei x_star lf_next hf_next
2.000000000000000000e+00 3.150000000000000000e+02 1.000000000000000021e-02 0.000000000000000000e+00 1.074408628637250548e-02 7.210901639602912416e-02 2.291391074564486791e-02 2.537748469852786279e-02 1.137039782270945484e-06 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 2.000000000000000042e-02 0.000000000000000000e+00 6.680241963189831669e-03 1.366138862591236292e-01 1.881589410600933987e-02 4.840994362479046631e-02 1.271132861883786467e-04 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 2.999999999999999889e-02 0.000000000000000000e+00 2.592067518775628340e-03 1.942887230640424068e-01 1.469986964658514215e-02 6.930013258849147817e-02 7.659414229703696841e-04 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 4.000000000000000083e-02 0.000000000000000000e+00 -1.532693256298501422e-03 2.458256740613723179e-01 1.055678395693292540e-02 8.823194889698124377e-02 2.031341248885324552e-03 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 5.000000000000000278e-02 0.000000000000000000e+00 -5.706406256049251918e-03 2.918432266350845516e-01 6.377524104026244950e-03 1.053720502118268287e-01 3.780558187286852528e-03 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 6.000000000000000472e-02 0.000000000000000000e+00 -9.941584131615763265e-03 3.328936306788434218e-01 2.152897587880214098e-03 1.208713216439761678e-01 5.830410982418984117e-03 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 6.999999999999999278e-02 0.000000000000000000e+00 -1.425092380376677750e-02 3.694695260659178748e-01 -2.126387877831623779e-03 1.348662040024241615e-01 8.031772198484429803e-03 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 8.000000000000000167e-02 0.000000000000000000e+00 -1.864734452784184288e-02 4.020098547479866724e-01 -6.469744804645648217e-03 1.474798948890152506e-01 1.027858084300673630e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 8.999999999999999667e-02 0.000000000000000000e+00 -2.314402662524411847e-02 4.309051284330703835e-01 -1.088672663261807533e-02 1.588234332126756132e-01 1.249999437128881258e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 9.999999999999999167e-02 0.000000000000000000e+00 -2.775445099760048828e-02 4.565021150592170063e-01 -1.538704874361460778e-02 1.689966766701055667e-01 1.465075438311263384e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 1.100000000000000006e-01 0.000000000000000000e+00 -3.249243954205105478e-02 4.791080003056249481e-01 -1.998060983079943953e-02 1.780891807977385277e-01 1.670333105759275183e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 1.199999999999999956e-01 0.000000000000000000e+00 -3.737219658883163265e-02 4.989940740828893162e-01 -2.467751367132709622e-02 1.861809873333036824e-01 1.864217974685702939e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 1.300000000000000044e-01 0.000000000000000000e+00 -4.240835148537790145e-02 5.163989862433965294e-01 -2.948809135012714355e-02 1.933433288269743311e-01 2.045970189399237693e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 1.400000000000000133e-01 0.000000000000000000e+00 -4.761600245461681397e-02 5.315316105831721094e-01 -3.442292398366425532e-02 1.996392557048286831e-01 2.215344242096785321e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 3.150000000000000000e+02 1.500000000000000222e-01 0.000000000000000000e+00 -5.301076185893084658e-02 5.445735515056473464e-01 -3.949286599365565975e-02 2.051241913046890908e-01 2.372414952984770731e-02 0.000000000000000000e+00 0.000000000000000000e+00 7.540000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
