macrorep i x y cond_mean cond_var cond_mean_err cond_var_err cei lf hf maxcei x_star lf_next hf_next
2.000000000000000000e+00 3.030000000000000000e+02 1.000000000000000021e-02 0.000000000000000000e+00 1.074408628637250548e-02 7.210901639602912416e-02 2.291391074564486791e-02 2.537748469852786279e-02 9.487027883843338614e-07 0.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.030000000000000000e+02 2.000000000000000042e-02 0.000000000000000000e+00 6.680241963189831669e-03 1.366138862591236292e-01 1.881589410600933987e-02 4.840994362479046631e-02 1.120263514957345243e-04 0.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.030000000000000000e+02 2.999999999999999889e-02 0.000000000000000000e+00 2.592067518775626606e-03 1.942887230640424068e-01 1.469986964658514215e-02 6.930013258849147817e-02 6.933874672250973231e-04 0.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.030000000000000000e+02 4.000000000000000083e-02 0.000000000000000000e+00 -1.532693256298504891e-03 2.458256740613723179e-01 1.055678395693292540e-02 8.823194889698124377e-02 1.867245586977888186e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.030000000000000000e+02 5.000000000000000278e-02 0.000000000000000000e+00 -5.706406256049251918e-03 2.918432266350845516e-01 6.377524104026244950e-03 1.053720502118268287e-01 3.509399210613869946e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.030000000000000000e+02 6.000000000000000472e-02 0.000000000000000000e+00 -9.941584131615763265e-03 3.328936306788434218e-01 2.152897587880214098e-03 1.208713216439761678e-01 5.449134716294098263e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.030000000000000000e+02 6.999999999999999278e-02 0.000000000000000000e+00 -1.425092380376678097e-02 3.694695260659178748e-01 -2.126387877831623779e-03 1.348662040024241615e-01 7.543919439637267188e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.030000000000000000e+02 8.000000000000000167e-02 0.000000000000000000e+00 -1.864734452784184288e-02 4.020098547479866724e-01 -6.469744804645648217e-03 1.474798948890152506e-01 9.690737598982854251e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.030000000000000000e+02 8.999999999999999667e-02 0.000000000000000000e+00 -2.314402662524411847e-02 4.309051284330703835e-01 -1.088672663261807533e-02 1.588234332126756132e-01 1.181987709848906359e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.030000000000000000e+02 9.999999999999999167e-02 0.000000000000000000e+00 -2.775445099760049522e-02 4.565021150592170063e-01 -1.538704874361460778e-02 1.689966766701055667e-01 1.388622747855428052e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.400000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
